C.D.S.  -  SIMBAD4 rel 1.5  -  2016.03.12CET12:33:24

Vmag < 5 & dec > -40
--------------------

Number of objects : 1443

 #  	       identifier        	typ	 coord1 (ICRS,J2000/2000)  	Mag U 	Mag B 	Mag V 	Mag R 	Mag I 	      spec. type      
----	-------------------------	---	---------------------------	------	------	------	------	------	----------------------
1082	* psi Peg                	** 	359.43969503 +25.14140221  	 7.91 	 6.25 	 4.66 	 3.20 	 1.86 	M3III                 
1083	* del Cyg                	*  	296.24366059 +45.13081002  	 2.75 	 2.85 	 2.87 	 2.88 	 2.90 	B9.5IV+...            
1084	* bet CMa                	bC*	095.67493897 -17.95591871  	 0.77 	 1.73 	 1.97 	 2.11 	 2.35 	B1II-III              
1085	* gam Cnc                	*  	130.82145083 +21.46850022  	     ~	 4.690	 4.668	     ~	 4.64 	A1IV                  
1086	* alf Mon                	*  	115.31180237 -09.55113085  	 5.83 	 4.95 	 3.93 	 3.16 	 2.64 	K0III                 
1087	* d Oph                  	*  	261.83864879 -29.86703507  	     ~	 4.660	 4.286	     ~	     ~	F5III-IV              
1088	* pi. Cet                	SB*	041.03062200 -13.85869806  	 3.66 	 4.123	 4.235	     ~	     ~	B7IV                  
1089	* chi Peg                	V* 	003.65068546 +20.20670014  	 8.280	 6.380	 4.800	 3.45 	 2.32 	M2III                 
1090	* alf Cet                	LP?	045.56988780 +04.08973877  	 6.10 	 4.17 	 2.53 	 1.18 	 0.02 	M1.5IIIa              
1091	* omi Cep                	** 	349.65621622 +68.11144271  	     ~	 5.750	 4.868	     ~	     ~	K0III                 
1092	* zet Cet                	SB*	027.86514510 -10.33503581  	 5.92 	 4.86 	 3.72 	 2.92 	 2.37 	K0III_Ba0.1           
1093	* eta Aqr                	*  	338.83908859 -00.11749690  	 3.690	 3.950	 4.030	 4.06 	 4.13 	B8/9V                 
1094	* gam Lyr                	*  	284.73592673 +32.68955564  	 3.140	 3.200	 3.250	 3.27 	 3.28 	B9III                 
1095	* pi. Her                	V* 	258.76180984 +36.80916231  	 6.28 	 4.61 	 3.18 	 2.22 	 1.49 	K3II                  
1096	* eta Lyr                	SB*	288.43953468 +39.14596669  	 3.58 	 4.251	 4.397	     ~	     ~	B2.5IV                
1097	* kap Col                	V* 	094.13806300 -35.14051751  	 6.20 	 5.37 	 4.37 	 3.64 	 3.13 	G8II                  
1098	BD-21 1135A              	*  	080.112133 -21.239739      	     ~	 4.68 	 4.73 	     ~	     ~	~                     
1099	* tet Aqr                	PM*	334.20848481 -07.78329112  	 5.95 	 5.15 	 4.16 	 3.46 	 2.98 	G9II                  
1100	* alf Equ                	SB*	318.95596633 +05.24784528  	     ~	 4.449	 3.949	     ~	     ~	G6IV+B9.5V            
1101	* k Hya                  	V* 	215.77405750 -27.75401722  	 7.59 	 6.06 	 4.75 	 3.78 	 3.11 	K3III                 
1102	* iot Eri                	*  	040.16681253 -39.85537615  	     ~	 5.119	 4.124	     ~	     ~	K0III                 
1103	* 104 Aqr                	*  	355.44085877 -17.81653084  	 6.14 	 5.65 	 4.83 	 4.22 	 3.80 	G2Ib/II               
1104	* ups PsA                	*  	332.10804717 -34.04384022  	 8.28 	 6.47 	 4.99 	     ~	     ~	K4III                 
1105	* ksi Sco B              	*  	241.092283 -11.373050      	     ~	 5.35 	 4.87 	     ~	     ~	F5V                   
1106	HR 2209                  	*  	094.71156793 +69.31978640  	     ~	 4.783	 4.762	     ~	     ~	A0Vn                  
1107	* alf Sge                	*  	295.02413275 +18.01389059  	 5.59 	 5.16 	 4.38 	 3.79 	 3.40 	G1II                  
1108	* 23 Com                 	*  	188.71283575 +22.62925841  	     ~	 4.792	 4.786	     ~	     ~	A0IV                  
1109	* gam CMa                	*iC	105.93955437 -15.63328610  	 3.52 	 4.00 	 4.12 	 4.13 	 4.23 	B8II                  
1110	HR 7064                  	*  	281.51866625 +26.66212892  	 7.26 	 6.04 	 4.84 	 3.96 	 3.35 	K3III                 
1111	* kap Lyr                	V* 	274.96545452 +36.06454696  	 6.70 	 5.51 	 4.34 	 3.48 	 2.93 	K2III                 
1112	* pi. And                	SB*	009.22020523 +33.71934400  	 3.65 	 4.20 	 4.36 	 4.40 	 4.52 	B5V                   
1113	* sig Oph                	V* 	261.62866683 +04.14035945  	 7.39 	 5.82 	 4.31 	 3.22 	 2.46 	K2III                 
1114	* 1 Peg                  	SB*	321.09868459 +20.02027820  	 6.25 	 5.20 	 4.09 	 3.30 	 2.76 	K1III                 
1115	* eps Gem                	V* 	100.98302608 +25.13112541  	 5.85 	 4.39 	 2.98 	 2.01 	 1.40 	G8Ib                  
1116	* 48 Cas                 	SB*	030.48937644 +70.90702507  	 4.76 	 4.70 	 4.54 	 4.36 	 4.28 	A3Va                  
1117	* p Pup                  	*  	113.84539026 -28.36932596  	 4.13 	 4.52 	 4.63 	     ~	     ~	B7V                   
1118	* bet Per                	Al*	047.04221855 +40.95564668  	 1.70 	 2.07 	 2.12 	 2.08 	 2.11 	B8V                   
1119	* phi Gem                	PM*	118.37422460 +26.76578479  	     ~	 5.077	 4.977	     ~	     ~	A5IV                  
1120	* G Sco                  	*  	267.46450339 -37.04330487  	 5.57 	 4.38 	 3.21 	     ~	     ~	K2III                 
1121	* psi Vir                	LP*	193.58818091 -09.53899396  	 7.94 	 6.39 	 4.80 	 3.23 	 1.95 	M2III                 
1122	HD 162214                	No*	267.555008 -06.707911      	     ~	12.29 	 4.30 	     ~	     ~	OB+M2ep               
1123	* del Gem                	SB*	110.03074909 +21.98231603  	 3.91 	 3.87 	 3.53 	 3.17 	 2.98 	A8V+K6V               
1124	* alf Com A              	PM*	197.497021 +17.529406      	     ~	 5.34 	 4.85 	     ~	     ~	F5V                   
1125	* chi UMa                	V* 	176.51255864 +47.77940629  	 6.06 	 4.90 	 3.72 	 2.84 	 2.24 	K0.5IIIb              
1126	NGC 2232                 	OpC	096.8125 -04.7583          	     ~	     ~	 3.9  	     ~	     ~	~                     
1127	* h Cen A                	*  	208.30225 -31.92761        	     ~	     ~	 4.72 	     ~	     ~	~                     
1128	* eps Leo                	V* 	146.46280542 +23.77425578  	 4.23 	 3.79 	 2.98 	 2.36 	 1.93 	G1II                  
1129	* sig Her                	** 	248.52576390 +42.43704042  	     ~	 4.177	 4.196	 6.02 	     ~	B9V                   
1130	* bet Cet                	V* 	010.89737874 -17.98660632  	 3.90 	 3.02 	 2.01 	 1.29 	 0.78 	K0III                 
1131	C 0519+409               	OpC	080.5770 +41.0250          	     ~	     ~	 4.2  	     ~	     ~	~                     
1132	* chi01 Ori              	RS*	088.59576246 +20.27617278  	 5.08 	 5.00 	 4.40 	 3.90 	 3.59 	G0VCH+M               
1133	* 15 Lac                 	*  	343.00847610 +43.31241562  	     ~	 6.552	 4.957	     ~	     ~	M0III                 
1134	* ups Lib                	*  	234.25604250 -28.13508129  	     ~	 5.017	 3.609	     ~	     ~	K3III                 
1135	* gam Ori                	V* 	081.28276356 +06.34970326  	 0.54 	 1.42 	 1.64 	 1.73 	 1.95 	B2V                   
1136	* 5 Lac                  	s*r	337.38259377 +47.70688687  	 7.15 	 6.05 	 4.37 	 2.98 	 1.91 	K9Ia+B2V              
1137	* rho Cyg                	V* 	323.49522077 +45.59183830  	 5.47 	 4.91 	 4.02 	 3.31 	 2.81 	G5III                 
1138	* ksi Ser                	SB*	264.39666596 -15.39855388  	     ~	 3.795	 3.539	     ~	     ~	A9IIIpSr:             
1139	* ups Gem                	V* 	113.98062377 +26.89574308  	 7.54 	 5.60 	 4.06 	 2.82 	 1.91 	M0III                 
1140	BD+52 2572A              	SB*	298.90746 +52.43894        	     ~	 4.9  	 4.9  	     ~	     ~	A2IV-V                
1141	* gam Vir B              	*  	190.415887 -01.449342      	     ~	 3.85 	 3.484	     ~	     ~	F0IV                  
1142	* phi01 Ori              	SB*	083.70515849 +09.48957995  	 3.29 	 4.26 	 4.41 	 4.42 	 4.59 	B0III                 
1143	* h02 Sgr                	*  	294.17680369 -24.88361911  	     ~	 4.537	 4.598	     ~	     ~	B8/9V                 
1144	* omi Cas                	Be*	011.18132777 +48.28436488  	 3.91 	 4.44 	 4.50 	 4.45 	 4.50 	B5IIIe                
1145	* 14 Ari                 	*  	032.35554961 +25.93988855  	     ~	 5.302	 4.983	     ~	     ~	F2III                 
1146	* 4 Sgr                  	*  	269.94814616 -23.81613545  	     ~	 4.709	 4.731	     ~	     ~	A0                    
1147	M 44                     	OpC	130.1000 +19.6667          	     ~	 3.46 	 3.1  	     ~	     ~	~                     
1148	NGC 2264                 	OpC	100.2417 +09.8950          	     ~	     ~	 3.9  	     ~	     ~	~                     
1149	* ksi Aur                	*  	088.71158677 +55.70694678  	     ~	 5.019	 4.968	     ~	     ~	A2V                   
1150	* tet Lib                	*  	238.45640859 -16.72929396  	 5.99 	 5.17 	 4.16 	 3.44 	 2.92 	K0III                 
1151	* eta Hya                	bC*	130.80614580 +03.39866297  	 3.380	 4.100	 4.300	 4.37 	 4.56 	B3V                   
1152	GJ 670 A                 	*  	260.250921 -21.112433      	     ~	 4.752	 4.387	     ~	     ~	~                     
1153	* alf Cam                	s*b	073.51254332 +66.34267680  	 3.47 	 4.34 	 4.29 	 4.18 	 4.18 	O9Ia                  
1154	SRS 42961                	*  	207.9500 -33.0000          	     ~	     ~	 4.7  	     ~	     ~	B5                    
1155	* k Per                  	*  	046.38505097 +56.70571828  	 8.401	 5.795	 4.774	     ~	     ~	G9.5III               
1156	HR 2275                  	V* 	094.99833581 -02.94449348  	     ~	 6.550	 4.933	     ~	     ~	K5III                 
1157	* rho Cap A              	*  	307.215088 -17.813708      	     ~	 5.26 	 4.93 	     ~	     ~	~                     
1158	* c Ori                  	Y*O	083.84651779 -04.83835781  	 3.46 	 4.40 	 4.59 	 4.67 	 4.85 	B1V                   
1159	CCDM J10556+2445AB       	** 	163.90331908 +24.74971730  	     ~	 4.34 	 4.32 	     ~	     ~	A1                    
1160	* nu. Hya                	PM*	162.40620311 -16.19364888  	 5.62 	 4.35 	 3.11 	 2.17 	 1.53 	K0/1III               
1161	* eps Psc                	** 	015.73586927 +07.89013487  	 5.95 	 5.24 	 4.28 	 3.50 	 2.98 	G9IIIb_Fe-2           
1162	* pi. Peg                	*  	332.49684881 +33.17822156  	 4.93 	 4.75 	 4.29 	 3.90 	 3.63 	F5III                 
1163	* eps And                	PM*	009.63894207 +29.31175374  	 5.72 	 5.25 	 4.38 	 3.70 	 3.19 	G8III                 
1164	* omi Vir                	PM*	181.30225203 +08.73298605  	 5.75 	 5.11 	 4.12 	 3.38 	 2.89 	G8IIIa                
1165	* 42 Peg                 	*  	340.365550 +10.831289      	 3.10 	 3.33 	 3.41 	 3.43 	 3.50 	B8V                   
1166	* 69 Aql                 	*  	307.41249801 -02.88553069  	     ~	 6.081	 4.912	     ~	     ~	K1/2III               
1167	* 74 Oph                 	*  	275.21692985 +03.37716651  	     ~	 5.754	 4.857	     ~	     ~	G8III                 
1168	* tet Lup                	*  	241.64810522 -36.80229591  	 3.36 	 4.037	 4.205	     ~	     ~	B2.5Vn                
1169	* 109 Vir                	V* 	221.56218900 +01.89288458  	 3.69 	 3.72 	 3.73 	 3.66 	 3.68 	A0IIInn               
1170	* 10 LMi                 	RS*	143.55575823 +36.39756016  	     ~	 5.47 	 4.60 	     ~	     ~	G8III                 
1171	* tau CrB                	** 	242.24292297 +36.49093723  	 6.64 	 5.77 	 4.76 	 4.01 	 3.47 	K1III-IV              
1172	HD 20283B                	*  	049.298379 +40.483847      	     ~	 7.78 	 0.72 	     ~	     ~	A2VpSrCrSi            
1173	* rho UMa                	V* 	135.63621218 +67.62961888  	 8.17 	 6.29 	 4.76 	 3.29 	 2.03 	M3III                 
1174	* sig02 UMa A            	*  	137.598075 +67.134011      	     ~	 5.290	 4.813	     ~	     ~	F6IV-V                
1175	* 39 Ari                 	PM*	041.97725592 +29.24711478  	 6.710	 5.630	 4.510	 3.72 	 3.14 	K1.5III               
1176	* zet Cap                	SB*	321.66677642 -22.41133450  	 5.35 	 4.75 	 3.74 	 3.09 	 2.65 	G8IIIp+DA2.2          
1177	* kap Dra                	Be*	188.37059686 +69.78823584  	 3.18 	 3.75 	 3.89 	 3.84 	 3.92 	B6IIIe                
1178	* 42 Lib                 	*  	235.07039227 -23.81807856  	 7.80 	 6.29 	 4.96 	 4.00 	 3.32 	K3III                 
1179	* 17 Cyg                 	*  	296.60666745 +33.72759590  	     ~	 5.46 	 4.99 	 4.7  	 4.5  	F5.5IV-V              
1180	TYC 224-1333-1           	*  	131.693867 +06.418789      	     ~	 4.25 	 3.49 	     ~	     ~	~                     
1181	* iot CrB                	SB*	240.36068701 +29.85106232  	     ~	 4.925	 4.975	     ~	     ~	A0p...                
1182	* ups UMa                	dS*	147.74732084 +59.03873572  	 4.19 	 4.10 	 3.81 	 3.47 	 3.31 	F2IV                  
1183	* zet Vir                	PM*	203.673937 -00.595939      	 3.58 	 3.50 	 3.38 	 3.31 	 3.25 	A2Van                 
1184	* eps Mon                	** 	095.94208 +04.59283        	     ~	 4.51 	 4.30 	     ~	     ~	A7IV+F4V              
1185	* 11 Com                 	*  	185.17927725 +17.79287033  	     ~	 5.74 	 4.74 	     ~	     ~	G8II-III              
1186	* eta Lup                	*  	240.03053273 -38.39670868  	 2.36 	 3.19 	 3.41 	     ~	     ~	B2.5IV                
1187	* pi.02 UMa              	*  	130.05340694 +64.32793611  	 6.94 	 5.78 	 4.61 	 3.72 	 3.09 	K1III                 
1188	* G Hya                  	PM*	141.82669899 -22.34377976  	     ~	 5.83 	 4.69 	     ~	     ~	K1III                 
1189	* p02 Leo                	V* 	165.45697759 -02.48458352  	 8.29 	 6.37 	 4.75 	 3.42 	 2.46 	K5III                 
1190	M 47                     	OpC	114.1458 -14.4833          	     ~	 4.42 	 4.4  	     ~	     ~	~                     
1191	* bet Cyg A              	** 	292.68033548 +27.95968007  	     ~	 4.171	 3.085	     ~	     ~	K3II+B9.5V            
1192	* e UMa                  	dS*	139.04719935 +54.02185773  	     ~	 5.007	 4.832	     ~	 4.58 	A6V                   
1193	* l Hya                  	V* 	217.04344327 -29.49163566  	 4.49 	 4.899	 4.972	     ~	     ~	B7/8V                 
1194	* del Sge                	SB*	296.84692720 +18.53428891  	 6.20 	 5.23 	 3.82 	 2.37 	 1.08 	M2II+B0V              
1195	* 47 Oph                 	SB*	261.65783725 -05.08659722  	 4.90 	 4.93 	 4.54 	 4.16 	 3.95 	F3V                   
1196	* kap Psc                	a2*	351.73314942 +01.25560833  	 4.94 	 4.98 	 4.94 	 4.87 	 4.90 	A2VpSrCrSi            
1197	* mu. Per                	SB*	063.72442720 +48.40933088  	 5.75 	 5.12 	 4.16 	 3.38 	 2.83 	G0Ib                  
1198	* lam Cyg A              	** 	311.852196 +36.490739      	     ~	 4.63 	 4.76 	     ~	     ~	~                     
1199	ADS 3962 AB              	** 	080.7096 +03.5478          	     ~	 4.84 	 4.99 	     ~	     ~	B1Vn                  
1200	V* AR Cas                	Al*	352.50808109 +58.54892001  	 4.18 	 4.763	 4.882	     ~	     ~	B4.2IVv+...           
1201	* tet Peg                	V* 	332.54993865 +06.19786326  	 3.72 	 3.62 	 3.55 	 3.50 	 3.46 	A1Va                  
1202	* iot Gem                	** 	111.43164715 +27.79808135  	 5.67 	 4.83 	 3.79 	 3.02 	 2.52 	G9IIIb                
1203	* bet LMi                	SB*	156.97083167 +36.70721002  	 5.76 	 5.11 	 4.21 	 3.52 	 3.06 	G9IIIb                
1204	* del Hya                	** 	129.41402612 +05.70377937  	     ~	 4.157	 4.137	     ~	 4.12 	A0Vnn                 
1205	ADS 2843 AB              	** 	058.5313 +31.8822          	     ~	 2.96 	 2.83 	     ~	     ~	B1                    
1206	NAME NGC 5171 Group      	GrG	202.3429 +11.7919          	     ~	     ~	 4.7  	     ~	     ~	~                     
1207	* chi01 Hya              	*  	166.33294857 -27.29360991  	     ~	 5.30 	 4.94 	     ~	     ~	F3IV/V                
1208	NGC 869                  	OpC	034.7500 +57.1283          	     ~	 4.3  	 3.7  	     ~	     ~	~                     
1209	* 29 CMa                 	bL*	109.66824749 -24.55870016  	 3.80 	 4.80 	 4.95 	 4.95 	 5.08 	O7Ia                  
1210	* zet Gem                	cC*	106.02721162 +20.57029829  	 5.20 	 4.58 	 3.79 	     ~	 3.082	G1Ib                  
1211	* omi Her                	Be*	271.88562802 +28.76249107  	 3.74 	 3.821	 3.837	     ~	     ~	B9.5III               
1212	* omi UMa                	V* 	127.56612767 +60.71816987  	 4.79 	 4.27 	 3.42 	 2.76 	 2.31 	G5III                 
1213	* bet And                	PM*	017.43301617 +35.62055765  	 5.58 	 3.62 	 2.05 	 0.81 	-0.19 	M0III                 
1214	* 132 Tau                	** 	087.25402491 +24.56753388  	     ~	 5.902	 4.894	     ~	     ~	G8III-IV              
1215	* A Pup                  	Ce*	107.21278443 -39.65565499  	 3.96 	 4.65 	 4.83 	 4.90 	 5.05 	B3IV/V                
1216	* pi. Sco                	bL*	239.71297183 -26.11410794  	 1.82 	 2.71 	 2.91 	 3.00 	 3.20 	B1V+B2:V:             
1217	* omi02 Ori              	*  	074.09281715 +13.51447033  	 6.31 	 5.21 	 4.06 	 3.18 	 2.55 	K2IIIb                
1218	* 10 UMa A               	PM*	135.15992 +41.78294        	     ~	 4.51 	 4.14 	     ~	     ~	F3V                   
1219	* tau Boo                	** 	206.81559750 +17.45690422  	 5.02 	 4.98 	 4.49 	 4.09 	 3.85 	F6IV+M2               
1220	* rho Cap                	** 	307.21506035 -17.81368591  	     ~	 5.137	 4.803	 4.9  	     ~	F2V                   
1221	* ksi Ori                	SB*	092.98498722 +14.20876543  	 3.65 	 4.31 	 4.48 	 4.53 	 4.69 	B3IV                  
1222	HR 932                   	*  	047.98445457 +74.39365779  	     ~	 4.888	 4.840	     ~	     ~	A2Vnn                 
1223	* 89 Aqr                 	** 	347.47873899 -22.45761644  	     ~	 5.50 	 4.80 	     ~	     ~	G2IV+A2               
1224	* nu.01 Dra              	*  	263.04403565 +55.18424274  	     ~	 5.121	 4.888	 4.7  	 4.6  	kA3hF0mF0(IV-V)       
1225	* 88 Tau                 	SB*	068.91357960 +10.16078879  	     ~	 4.418	 4.251	     ~	 4.06 	A5m                   
1226	* gam Vir                	** 	190.41518098 -01.44937282  	 3.07 	 3.10 	 2.74 	 2.45 	 2.26 	F0IV+F0IV             
1227	* tau Psc                	*  	017.91515195 +30.08963635  	     ~	 5.619	 4.523	     ~	     ~	K0.5IIIb              
1228	* 6 Cet                  	PM*	002.81607340 -15.46797939  	 5.35 	 5.38 	 4.89 	     ~	     ~	F8VFe-0.8CH-0.5       
1229	* gam Eri                	LP?	059.50736229 -13.50851938  	 6.52 	 4.54 	 2.94 	 1.68 	 0.68 	M0III-IIIb            
1230	* gam Cet A              	PM*	040.825500 +03.236167      	     ~	 3.617	 3.540	     ~	     ~	A2Vn                  
1231	* c02 Sco                	SB*	243.07585374 -27.92637382  	 3.66 	 4.421	 4.567	     ~	     ~	B2V                   
1232	2MASS J03275892+4901102  	*iC	051.99550 +49.01950        	     ~	15.300	 4.989	12.300	     ~	~                     
1233	* pi.02 Ori              	*  	072.65301243 +08.90018037  	 4.39 	 4.36 	 4.35 	 4.29 	 4.29 	A1Vn                  
1234	* bet Crv                	V* 	188.59681183 -23.39676040  	 4.17 	 3.52 	 2.64 	 2.03 	 1.59 	G5II                  
1235	* nu. Sco                	SB*	242.99889865 -19.46070448  	 3.42 	 4.05 	 4.00 	 3.90 	 3.87 	B2V                   
1236	* gam Cas                	Be*	014.1772154 +60.7167403    	 1.18 	 2.29 	 2.39 	 2.32 	 2.40 	B0.5IVpe              
1237	* alf Ari                	V* 	031.79335710 +23.46241755  	 4.29 	 3.17 	 2.01 	 1.15 	 0.54 	K1IIIb                
1238	* eps Boo B              	*  	221.246583 +27.074928      	 6.81 	 4.853	 4.801	     ~	     ~	A0V                   
1239	C 0634+060               	OpC	099.3290 +05.9654          	     ~	     ~	 4.6  	     ~	     ~	~                     
1240	* zet Eri                	SB*	048.95844401 -08.81972834  	 5.11 	 5.03 	 4.80 	 4.59 	 4.47 	kA4hA9mA9V            
1241	* bet Lyr                	bL*	282.51998020 +33.36266944  	 2.85 	 3.42 	 3.42 	 3.31 	 3.29 	B8.5Ib-II             
1242	* omi Peg                	*  	340.43920671 +29.30763661  	 4.77 	 4.78 	 4.79 	 4.75 	 4.77 	A1IV                  
1243	* lam Vir                	SB*	214.77746812 -13.37109609  	 4.750	 4.660	 4.520	     ~	 4.43 	A1V                   
1244	HR 7739                  	Be*	303.81623093 +25.59195970  	     ~	 4.592	 4.759	     ~	     ~	B3V                   
1245	* omi Ser                	dS*	265.35363693 -12.87530795  	     ~	 4.331	 4.244	     ~	     ~	A2Va                  
1246	* 24 CVn                 	PM*	203.61358035 +49.01597404  	     ~	 4.82 	 4.70 	     ~	     ~	A4V                   
1247	TYC 5233-2298-1          	*  	338.838883 -00.117369      	     ~	 3.94 	 4.03 	     ~	     ~	~                     
1248	HR 7137                  	*  	283.30642368 +50.70821806  	     ~	 5.82 	 4.92 	     ~	     ~	G7IIIa                
1249	* 47 Tau A               	*  	063.484937 +09.263811      	     ~	 5.84 	 4.95 	     ~	     ~	~                     
1250	* gam UMi                	dS*	230.18215017 +71.83401655  	     ~	 3.085	 3.027	     ~	     ~	A2III                 
1251	* lam Psc                	PM*	355.51169216 +01.78004123  	 4.79 	 4.72 	 4.51 	 4.33 	 4.23 	A7V                   
1252	* tau08 Eri              	SB*	058.42792927 -24.61223080  	     ~	 4.506	 4.625	     ~	     ~	B6V                   
1253	* nu. Aql                	*  	291.62954169 +00.33857003  	 5.71 	 5.31 	 4.72 	 4.21 	 3.77 	F2Ib                  
1254	* psi01 Ori              	Be*	081.18677766 +01.84644553  	 3.83 	 4.76 	 4.96 	 5.04 	 5.26 	B1Vn                  
1255	* ups02 Cas              	Pe*	014.16627086 +59.18105531  	     ~	 5.576	 4.632	     ~	     ~	G8IIIb                
1256	* 11 Lib                 	*  	222.75446970 -02.29915244  	 6.64 	 5.92 	 4.94 	     ~	     ~	K0III/IV              
1257	* mu. Boo                	** 	231.12261815 +37.37715493  	     ~	 4.598	 4.307	 4.1  	 4.0  	F0IV                  
1258	* 55 Cyg                 	s*b	312.23454662 +46.11413399  	 4.83 	 5.28 	 4.86 	 4.41 	 4.10 	B4Ia                  
1259	* pi.06 Ori              	V* 	074.63709208 +01.71401616  	     ~	 5.883	 4.474	     ~	     ~	K0/1III               
1260	* chi Psc                	*  	017.86341155 +21.03465016  	     ~	 5.680	 4.666	     ~	     ~	G8.5IIIa              
1261	* iot Cas A              	** 	037.266500 +67.402417      	     ~	 4.70 	 4.61 	     ~	     ~	knA2h(eA)VSr((Eu))    
1262	* del Mon                	*  	107.966083 -00.492767      	     ~	 4.14 	 4.15 	     ~	     ~	A0IV                  
1263	GJ 188 A                 	*  	076.862529 +18.645050      	     ~	 5.70 	 4.99 	     ~	     ~	G4V                   
1264	* ome01 Aqr              	*  	354.94611576 -14.22217712  	     ~	 5.214	 4.985	     ~	     ~	A7IV                  
1265	* gam CrA A              	*  	286.604737 -37.063456      	     ~	 5.07 	 4.53 	     ~	     ~	F8V                   
1266	* l Vel                  	*  	138.90295391 -38.56994230  	 7.11 	 6.05 	 4.94 	 4.15 	 3.58 	K1III                 
1267	* zet Boo                	** 	220.28729823 +13.72830463  	     ~	 3.848	 3.793	     ~	     ~	A1V                   
1268	M 10                     	GlC	254.28771 -04.10031        	     ~	     ~	 4.98 	     ~	     ~	~                     
1269	* pi. Cep                	** 	346.97439069 +75.38749863  	 5.67 	 5.21 	 4.41 	 4.5  	     ~	G2III                 
1270	HD 106760                	SB*	184.12557286 +33.06152778  	     ~	 6.08 	 4.94 	     ~	     ~	K1III                 
1271	* kap Lib                	V* 	235.48666075 -19.67882626  	 8.24 	 6.30 	 4.72 	 3.44 	 2.50 	K5III                 
1272	* o Vir                  	a2*	203.53304940 +03.65896495  	 4.96 	 4.96 	 4.94 	 4.86 	 4.89 	ApEuCrSr              
1273	* c01 Cen                	PM*	220.91433175 -35.17365518  	     ~	 5.40 	 4.05 	     ~	     ~	K3III                 
1274	* bet Peg                	LP*	345.94357275 +28.08278712  	 6.05 	 4.09 	 2.42 	 0.92 	-0.40 	M2.5II-IIIe           
1275	* tet CMa                	*  	103.54749486 -12.03862984  	 7.20 	 5.51 	 4.08 	 2.95 	 2.17 	K3/4III               
1276	* bet Cnc                	V* 	124.12883753 +09.18554387  	 6.750	 5.000	 3.520	 2.42 	 1.62 	K4III_Ba0.5           
1277	* iot Leo                	SB*	170.98105304 +10.52950540  	     ~	 4.35 	 4.00 	 3.8  	 3.6  	F3V                   
1278	* sig Cas                	** 	359.75224248 +55.75492861  	 3.98 	 4.891	 4.997	     ~	     ~	B1V                   
1279	** STF 100               	** 	018.43250 +07.57550        	     ~	 5.18 	 4.86 	     ~	     ~	~                     
1280	* tau UMa                	SB*	137.72943972 +63.51362647  	     ~	 4.990	 4.648	     ~	     ~	kA5hF0mF5II           
1281	* bet Aqr                	*  	322.88971548 -05.57117555  	 4.27 	 3.71 	 2.89 	 2.29 	 1.84 	G0Ib                  
1282	* ups01 Hya              	*  	147.86955765 -14.84660307  	 5.68 	 5.03 	 4.11 	 3.42 	 2.95 	G6/8III               
1283	* del Sct                	dS*	280.568446 -09.052550      	     ~	 5.04 	 4.71 	     ~	     ~	F2/3IV                
1284	CCDM J02592+2120AB       	** 	044.80302232 +21.34043264  	     ~	 4.71 	 4.66 	     ~	     ~	A2V+...               
1285	* rho Cas                	sr*	358.59596856 +57.49938146  	 7.00 	 5.85 	 4.59 	 3.63 	 2.89 	G2Ia0e                
1286	* eps Peg                	LP*	326.04648391 +09.87500865  	 5.61 	 3.91 	 2.39 	 1.34 	 0.58 	K2Ib-II               
1287	* eps UMi                	RS*	251.49267367 +82.03725646  	     ~	 5.098	 4.222	     ~	     ~	G5III                 
1288	* alf Mic                	*  	312.49200048 -33.77972411  	     ~	 5.880	 4.900	     ~	     ~	G8III                 
1289	* eps Aqr                	PM*	311.91896918 -09.49577436  	 3.79 	 3.77 	 3.77 	 3.70 	 3.70 	B9.5V                 
1290	* sig Dra                	PM*	293.08995940 +69.66117649  	 5.860	 5.460	 4.680	 4.04 	 3.63 	G9V                   
1291	HR 6337                  	V* 	255.78279773 +14.09194691  	 8.51 	 6.58 	 4.98 	 3.54 	 2.33 	M3III                 
1292	* alf CMi                	SB*	114.82549791 +05.22498756  	 0.82 	 0.79 	 0.37 	-0.05 	-0.28 	F5IV-V+DQZ            
1293	* sig Gem                	RS*	115.82802908 +28.88351172  	 6.38 	 5.41 	 4.29 	 3.37 	 2.79 	K1III                 
1294	* ksi Per                	** 	059.74125955 +35.79103145  	 3.190	 4.080	 4.060	 3.88 	 3.89 	O7.5III               
1295	* eps Aur                	Al*	075.49221855 +43.82330720  	 3.86 	 3.53 	 2.99 	 2.47 	 2.02 	A9Ia                  
1296	V* CL Dra                	dS*	239.44766694 +54.74976224  	     ~	 5.223	 4.967	 4.8  	 4.7  	F0IV                  
1297	* 41 Oph                 	** 	259.152862 -00.445319      	     ~	 5.912	 4.743	     ~	     ~	K2III                 
1298	* zet Per                	V* 	058.53301032 +31.88363368  	 2.19 	 2.97 	 2.85 	 2.71 	 2.62 	B1Ib                  
1299	* eps Eri                	BY*	053.23268735 -09.45825866  	 5.19 	 4.61 	 3.73 	 3.00 	 2.54 	K2Vk:                 
1300	HR 5969                  	*  	240.83593045 -25.86524028  	     ~	 6.218	 4.973	     ~	     ~	K3III                 
1301	* sig Cet                	** 	038.02178683 -15.24467439  	 5.19 	 5.20 	 4.75 	 4.34 	 4.07 	F5V                   
